# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.116617	0.116617
2	0.522193	0.405576
3	0.932327	0.410134
4	1.383399	0.451072
5	1.866254	0.482855
6	2.383565	0.517311
7	2.929256	0.545691
8	3.502273	0.573017
9	4.106931	0.604658
10	4.746146	0.639215
11	5.409061	0.662915
12	6.103273	0.694212
13	6.828882	0.725609
14	7.598651	0.769769
15	8.433342	0.834691
16	9.332124	0.898782
17	10.322304	0.990180
18	11.407507	1.085203
19	12.650711	1.243204
20	14.066096	1.415385
21	15.690791	1.624695
22	17.594216	1.903425
23	19.773495	2.179279
24	22.276797	2.503302
25	25.133859	2.857062
26	28.336316	3.202457
27	31.861682	3.525366
28	35.720572	3.858890
29	39.833195	4.112623
30	44.161530	4.328335
31	48.647663	4.486133
32	53.237935	4.590272
33	57.791563	4.553628
34	62.259020	4.467457
35	66.568861	4.309841
36	70.660336	4.091475
37	74.469374	3.809038
38	77.984166	3.514792
39	81.147001	3.162835
40	83.952713	2.805712
41	86.422207	2.469494
42	88.551999	2.129792
43	90.375330	1.823331
44	91.904556	1.529226
45	93.178206	1.273650
46	94.234361	1.056155
47	95.093562	0.859201
48	95.779549	0.685987
49	96.326921	0.547372
50	96.763551	0.436630
51	97.111092	0.347541
52	97.387270	0.276178
53	97.611753	0.224483
54	97.791955	0.180202
55	97.934966	0.143011
56	98.052900	0.117934
57	98.154811	0.101911
58	98.241286	0.086475
59	98.315992	0.074706
60	98.379618	0.063626
61	98.436985	0.057367
62	98.490827	0.053842
63	98.540618	0.049791
64	98.587168	0.046550
65	98.630395	0.043227
66	98.671435	0.041040
67	98.709092	0.037657
68	98.748694	0.039602
69	98.785196	0.036502
70	98.817951	0.032755
71	98.851273	0.033322
72	98.884149	0.032876
73	98.914979	0.030830
74	98.944270	0.029291
75	98.974088	0.029818
76	99.002569	0.028481
